Batch_Size,Filter_Config,Data_Percentage,Enhanced_Model,Mixed_Precision,Best_Val_Loss,MSE,MAE,RMSE,R2_Score,MAPE,Max_Error,Epochs_Completed,Training_Time_Min,Total_Experiment_Time_Min,Peak_Memory_GB
256,16-32-64,100,False,True,7835186.5,5833284.5,1278.9705810546875,2415.21923828125,-0.37853264808654785,98.70331287384033,7933.078125,50,2.2404770374298097,2.277732217311859,2.9131765365600586
